"Time [min]","Event Name","Chamber","Event Text","O2 Concentration  (A) [nmol/ml]","O2 Slope uncorr.  (A) [pmol/(s*ml)]","O2 Concentration  (B) [nmol/ml]","O2 Slope uncorr.  (B) [pmol/(s*ml)]","Amp - Raw  (A) [V]","Amp - slope  (A) [pmol/(s*ml)]","Amp - Raw  (B) [V]","Amp - slope  (B) [pmol/(s*ml)]"
26.80,"","","",145.2361,24.9544,154.2800,12.7373,0.2820,0.0050,0.3260,0.0000
26.83,"","","",145.0576,27.8722,154.2755,12.4719,0.2821,0.0050,0.3258,0.0000
26.87,"","","",144.8921,30.8772,154.2800,12.1181,0.2816,0.0040,0.3259,-0.0010
26.90,"","","",144.7048,34.0128,154.2534,11.8527,0.2817,0.0030,0.3259,-0.0010
26.93,"succ","Both","",144.5175,37.1920,154.2402,11.5874,0.2817,0.0030,0.3259,-0.0010
26.97,"","","",144.3521,40.3712,154.1959,11.3220,0.2819,0.0030,0.3256,-0.0010
27.00,"","","",144.1996,43.5068,154.2534,11.0124,0.2819,0.0030,0.3258,-0.0010
27.03,"","","",144.0298,46.5989,154.3109,10.5259,0.2818,0.0030,0.3260,-0.0010
27.07,"","","",143.8425,49.7781,154.3021,10.0837,0.2815,0.0030,0.3257,-0.0010
27.10,"","","",143.6422,53.0008,154.2446,9.7298,0.2823,0.0030,0.3258,-0.0010
27.13,"","","",143.4549,56.2235,154.1827,9.4645,0.2824,0.0030,0.3258,0.0000
27.17,"","","",143.3156,59.3592,154.1208,9.2876,0.2822,0.0040,0.3259,0.0000
27.20,"","","",143.1326,62.4948,154.0456,9.2434,0.2822,0.0040,0.3258,0.0000
27.23,"","","",142.9410,65.5433,153.9660,9.2876,0.2821,0.0040,0.3257,0.0000
27.27,"","","",142.7494,68.4612,153.8819,9.5087,0.2822,0.0040,0.3256,0.0000
27.30,"","","",142.5708,71.2920,153.8067,9.7741,0.2819,0.0030,0.3256,0.0000
27.33,"","","",142.3923,73.9921,153.7183,10.1721,0.2820,0.0030,0.3257,-0.0010
27.37,"","","",142.2050,76.5615,153.6121,10.7471,0.2820,0.0040,0.3256,-0.0010
27.40,"","","",141.9829,79.0004,153.5148,11.4547,0.2818,0.0020,0.3258,0.0000
27.43,"","","",141.7956,81.3521,153.4220,12.2950,0.2818,-0.0020,0.3258,-0.0010
27.47,"","","",141.6302,83.3554,153.3247,13.2237,0.2817,0.0000,0.3260,0.0000
27.50,"","","",141.4777,84.5748,153.2230,14.1967,0.2818,0.0000,0.3262,0.0000
27.53,"","","",141.2818,85.4023,153.1212,15.3466,0.2818,0.0010,0.3260,0.0000
27.57,"","","",141.0858,85.9684,153.0062,16.5850,0.2817,0.0010,0.3257,0.0000
27.60,"","","",140.8724,86.5781,152.8868,17.9560,0.2818,0.0010,0.3257,0.0000
27.63,"","","",140.6677,87.1878,152.7807,19.3712,0.2820,0.0010,0.3258,0.0000
27.67,"","","",140.4804,87.7540,152.6701,20.8307,0.2823,0.0020,0.3258,0.0000
27.70,"","","",140.2975,88.2766,152.5463,22.3786,0.2820,0.0030,0.3259,0.0010
27.73,"","","",140.1059,88.7992,152.4446,23.9708,0.2819,0.0030,0.3259,0.0010
27.77,"","","",139.9099,89.3218,152.3473,25.5630,0.2818,0.0030,0.3260,0.0020
27.80,"","","",139.6791,89.8880,152.2190,27.2878,0.2819,0.0040,0.3259,0.0020
27.83,"","","",139.4439,90.4977,152.1129,29.0126,0.2821,0.0040,0.3260,0.0020
27.87,"","","",139.2610,91.1074,151.9979,30.7817,0.2819,0.0030,0.3259,0.0020
27.90,"","","",139.0825,91.6300,151.8608,32.5950,0.2817,0.0020,0.3257,0.0010
27.93,"","","",138.8908,92.1090,151.7148,34.4525,0.2817,0.0020,0.3258,0.0010
27.97,"","","",138.6905,92.5445,151.5733,36.3542,0.2818,0.0010,0.3261,0.0020
28.00,"","","",138.4640,93.0236,151.4229,38.3002,0.2819,0.0000,0.3261,0.0020
28.03,"","","",138.2594,93.5462,151.2947,40.2462,0.2819,-0.0010,0.3260,0.0020
28.07,"","","",138.0547,94.0688,151.1620,42.2364,0.2818,-0.0010,0.3262,0.0020
28.10,"","","",137.8674,94.5479,151.0337,44.1381,0.2823,0.0000,0.3261,0.0030
28.13,"","","",137.6453,95.0269,150.9011,46.0399,0.2826,0.0010,0.3261,0.0030
28.17,"","","",137.4275,95.5060,150.7595,47.8974,0.2816,0.0010,0.3257,0.0030
28.20,"","","",137.2316,95.9850,150.6313,49.6664,0.2822,0.0010,0.3258,0.0030
28.23,"","","",137.0356,96.4641,150.4809,51.3913,0.2823,0.0010,0.3259,0.0030
28.27,"","","",136.8265,96.9431,150.3173,53.1161,0.2822,0.0010,0.3255,0.0030
28.30,"","","",136.6044,97.4222,150.1669,54.7967,0.2824,0.0020,0.3256,0.0020
28.33,"","","",136.3910,97.9012,150.0298,56.3004,0.2823,0.0020,0.3255,0.0010
28.37,"","","",136.1689,98.3367,149.8794,57.4945,0.2821,0.0020,0.3256,0.0010
28.40,"","","",135.9730,98.7722,149.7335,58.6002,0.2823,0.0010,0.3258,0.0000
28.43,"","","",135.7596,99.2513,149.5964,59.6616,0.2825,0.0030,0.3258,0.0000
28.47,"","","",135.5375,99.7303,149.4416,60.6346,0.2823,0.0040,0.3258,0.0000
28.50,"","","",135.3284,100.1658,149.2824,61.6076,0.2824,0.0050,0.3259,0.0000
28.53,"","","",135.1368,100.5143,149.1497,62.4921,0.2824,0.0060,0.3257,0.0000
28.57,"","","",134.9234,100.8627,149.0037,63.3767,0.2825,0.0070,0.3257,0.0000
28.60,"","","",134.7056,101.2546,148.8666,64.1728,0.2825,0.0080,0.3257,-0.0010
28.63,"","","",134.4879,101.6030,148.7118,64.9246,0.2823,0.0080,0.3257,-0.0020
28.67,"","","",134.2745,101.9514,148.5526,65.6765,0.2823,0.0090,0.3256,-0.0030
28.70,"","","",134.0611,102.2998,148.3978,66.4283,0.2823,0.0090,0.3258,-0.0030
28.73,"","","",133.8521,102.6918,148.2430,67.1802,0.2821,0.0090,0.3258,-0.0030
28.77,"","","",133.6430,103.0402,148.0838,67.8878,0.2802,0.0050,0.3257,-0.0040
28.80,"","","",134.0437,102.2127,147.9290,68.5512,0.2836,0.0070,0.3256,-0.0040
28.83,"","","",134.9495,99.3384,147.7565,69.2146,0.2829,0.0080,0.3260,-0.0030
28.87,"","","",135.3720,95.4189,147.6018,69.8780,0.2828,0.0080,0.3260,-0.0020
28.90,"","","",135.5462,91.0203,147.4470,70.4972,0.2825,0.0080,0.3257,-0.0020
28.93,"","","",135.5723,86.4475,147.2789,71.1606,0.2824,0.0080,0.3253,-0.0040
28.97,"","","",135.5767,81.7876,147.1108,71.7797,0.2823,0.0080,0.3253,-0.0050
29.00,"","","",135.5854,76.9971,146.9560,72.3989,0.2822,0.0080,0.3250,-0.0060
29.03,"","","",135.5767,72.0759,146.8455,72.8854,0.2824,0.0080,0.3252,-0.0070
29.07,"AA","Both","",135.5592,67.1547,146.8986,72.9738,0.2822,0.0080,0.3255,-0.0070
29.10,"","","",135.5549,62.1899,147.1418,72.2220,0.2824,0.0070,0.3257,-0.0070
29.13,"","","",135.5462,57.2252,147.2701,71.0721,0.2825,0.0070,0.3257,-0.0060
29.17,"","","",135.5331,52.3911,147.3276,69.4799,0.2825,0.0070,0.3256,-0.0060
29.20,"","","",135.4939,47.6006,147.3497,67.6667,0.2827,0.0080,0.3259,-0.0060
29.23,"","","",135.4634,42.8971,147.3497,65.6765,0.2830,0.0080,0.3260,-0.0050
29.27,"","","",135.4416,38.2372,147.3408,63.5536,0.2828,0.0080,0.3260,-0.0050
29.30,"","","",135.4286,33.6209,147.3231,61.3423,0.2830,0.0080,0.3259,-0.0040
29.33,"","","",135.4068,29.2223,147.3054,59.0425,0.2828,0.0080,0.3258,-0.0030
29.37,"","","",135.3850,24.9544,147.2789,56.6542,0.2826,0.0070,0.3258,-0.0020
29.40,"","","",135.3981,20.7735,147.2745,54.1333,0.2828,0.0070,0.3259,-0.0010
29.43,"","","",135.4112,16.7233,147.2789,51.4797,0.2825,0.0070,0.3257,0.0000
29.47,"","","",135.4112,12.8474,147.2701,48.7819,0.2825,0.0070,0.3257,0.0010
29.50,"","","",135.3894,9.1891,147.2303,46.0841,0.2823,0.0060,0.3256,0.0000
29.53,"","","",135.4025,5.7051,147.1904,43.3420,0.2824,0.0050,0.3256,0.0000
29.57,"","","",135.4155,2.4388,147.1551,40.6442,0.2824,0.0050,0.3260,0.0010
29.60,"","","",135.4068,-0.6097,147.1197,38.0349,0.2824,0.0040,0.3259,0.0010
29.63,"","","",135.3937,-3.3098,147.1108,35.4255,0.2825,0.0040,0.3261,0.0020
29.67,"","","",135.3720,-5.6615,147.0887,32.8161,0.2824,0.0040,0.3259,0.0020
29.70,"","","",135.3371,-7.6649,147.0578,30.2952,0.2826,0.0040,0.3259,0.0020
29.73,"","","",135.3328,-9.3198,147.0401,27.8185,0.2828,0.0040,0.3259,0.0020
29.77,"","","",135.3241,-10.6263,147.0224,25.3418,0.2829,0.0050,0.3259,0.0030
29.80,"","","",135.2762,-11.4537,147.0091,22.9978,0.2828,0.0050,0.3258,0.0030
29.83,"","","",135.2718,-11.8893,147.0003,20.7423,0.2829,0.0050,0.3256,0.0030
29.87,"","","",135.2631,-11.9328,146.9914,18.5309,0.2828,0.0060,0.3257,0.0030
29.90,"","","",135.2805,-11.6279,146.9605,16.4523,0.2826,0.0060,0.3256,0.0030
29.93,"","","",135.2718,-10.8440,146.9207,14.5063,0.2826,0.0060,0.3256,0.0020
29.97,"","","",135.2587,-9.5375,146.8986,12.7373,0.2827,0.0060,0.3256,0.0020
30.00,"","","",135.2326,-7.7084,146.8853,11.1451,0.2825,0.0050,0.3257,0.0020
30.03,"","","",135.2152,-5.3567,146.8853,9.6856,0.2825,0.0050,0.3258,0.0020
30.07,"","","",135.2239,-2.5259,146.8632,8.4030,0.2825,0.0040,0.3259,0.0030
30.10,"","","",135.2021,0.9146,146.8411,7.3416,0.2825,-0.0010,0.3259,0.0030
30.13,"","","",135.1760,3.7453,146.7968,6.5455,0.2822,0.0000,0.3260,0.0030
30.17,"","","",135.1673,4.9647,146.7659,6.0148,0.2824,0.0010,0.3260,0.0040
30.20,"","","",135.1716,5.4002,146.7570,5.7495,0.2823,0.0010,0.3262,0.0050
30.23,"","","",135.1455,5.5309,146.7349,5.7052,0.2823,0.0000,0.3259,0.0060
30.27,"","","",135.1455,5.5309,146.6951,6.0148,0.2826,0.0000,0.3259,0.0050
30.30,"","","",135.1324,5.5309,146.6863,6.5898,0.2824,-0.0010,0.3260,0.0040
30.33,"","","",135.1194,5.5309,146.6730,7.4301,0.2821,-0.0020,0.3259,0.0030
30.37,"","","",135.1411,5.4002,146.6509,8.5357,0.2821,-0.0030,0.3261,0.0030
30.40,"","","",135.1411,5.3131,146.6288,9.5529,0.2821,-0.0050,0.3261,0.0020
30.43,"","","",135.1368,5.1825,146.6067,10.0837,0.2822,-0.0060,0.3258,0.0020
30.47,"","","",135.1281,5.0518,146.6111,10.3490,0.2824,-0.0060,0.3259,0.0020
30.50,"","","",135.1063,4.9212,146.6155,10.4375,0.2824,-0.0060,0.3259,0.0010
30.53,"","","",135.0802,4.9212,146.5845,10.4375,0.2824,-0.0060,0.3259,0.0020
30.57,"","","",135.0410,4.9647,146.5536,10.4375,0.2826,-0.0050,0.3260,0.0020
30.60,"","","",135.0323,5.0518,146.5359,10.4375,0.2825,-0.0050,0.3260,0.0030
30.63,"","","",135.0453,5.0954,146.5005,10.4375,0.2823,-0.0040,0.3261,0.0030
30.67,"","","",135.0018,5.2696,146.4696,10.4375,0.2823,-0.0040,0.3262,0.0040
30.70,"","","",134.9713,5.4438,146.4563,10.4375,0.2824,-0.0040,0.3262,0.0040
30.73,"","","",134.9539,5.6180,146.4474,10.3932,0.2824,-0.0030,0.3259,0.0040
30.77,"","","",134.9495,5.7051,146.4342,10.3048,0.2824,-0.0030,0.3259,0.0040
30.80,"","","",134.9278,5.7922,146.4121,10.1721,0.2825,-0.0030,0.3260,0.0040
30.83,"","","",134.9365,5.8793,146.3944,10.0837,0.2814,-0.0060,0.3259,0.0030
30.87,"","","",134.8842,5.9664,146.3723,10.0394,0.2827,-0.0050,0.3257,0.0020
30.90,"","","",134.7144,6.3148,146.3280,10.0394,0.2836,-0.0030,0.3258,0.0020
30.93,"","","",134.5968,6.8374,146.2971,10.0837,0.2834,-0.0020,0.3258,0.0020
30.97,"","","",134.5271,7.4471,146.2926,10.1279,0.2832,0.0000,0.3258,0.0020
31.00,"","","",134.4922,8.0568,146.2971,10.0837,0.2832,0.0010,0.3257,0.0020
31.03,"","","",134.4487,8.7101,146.2838,10.0394,0.2832,0.0020,0.3258,0.0020
31.07,"Asc Ac","Both","",134.4051,9.4069,146.2396,10.0837,0.2834,0.0040,0.3259,0.0020
31.10,"","","",134.3703,10.0601,146.1290,10.2606,0.2833,0.0060,0.3259,0.0020
31.13,"","","",134.3311,10.8005,146.0361,10.5702,0.2831,0.0070,0.3260,0.0020
31.17,"","","",134.2876,11.5408,145.9831,10.8797,0.2831,0.0090,0.3260,0.0010
31.20,"","","",134.2658,12.2812,145.9388,11.1893,0.2831,0.0100,0.3262,0.0020
31.23,"","","",134.2527,12.8909,145.9035,11.5431,0.2829,0.0110,0.3260,0.0010
31.27,"","","",134.2353,13.4571,145.8681,11.8969,0.2826,0.0110,0.3259,0.0010
31.30,"","","",134.2440,13.8926,145.8415,12.2950,0.2831,0.0120,0.3262,0.0000
31.33,"","","",134.2266,14.3716,145.8238,12.6046,0.2831,0.0130,0.3261,0.0000
31.37,"","","",134.1787,14.8507,145.8062,12.8699,0.2830,0.0130,0.3261,0.0000
31.40,"","","",134.1221,15.3297,145.7487,13.2237,0.2830,0.0130,0.3262,0.0000
31.43,"","","",134.0872,15.8088,145.6956,13.5776,0.2832,0.0140,0.3263,0.0010
31.47,"","","",134.0785,16.2443,145.6735,13.9314,0.2832,0.0140,0.3261,0.0010
31.50,"","","",134.0655,16.6362,145.6602,14.2852,0.2833,0.0150,0.3261,0.0010
31.53,"","","",134.0219,16.9846,145.6204,14.5948,0.2832,0.0150,0.3261,0.0020
31.57,"","","",134.0001,17.2895,145.6027,14.9044,0.2834,0.0150,0.3260,0.0020
31.60,"","","",133.9653,17.5943,145.5585,15.2582,0.2833,0.0160,0.3264,0.0030
31.63,"","","",133.9217,17.8557,145.5143,15.6120,0.2834,0.0160,0.3263,0.0030
31.67,"","","",133.9217,18.0299,145.4966,15.8773,0.2834,0.0160,0.3264,0.0040
31.70,"","","",133.8738,18.1605,145.4700,16.1869,0.2830,0.0150,0.3265,0.0050
31.73,"","","",133.8564,18.2041,145.4214,16.4523,0.2829,0.0130,0.3262,0.0050
31.77,"","","",133.8521,18.1170,145.3772,16.7619,0.2834,0.0130,0.3261,0.0050
31.80,"","","",133.8259,18.0299,145.3329,17.0272,0.2833,0.0130,0.3262,0.0050
31.83,"","","",133.7824,17.8992,145.2931,17.2484,0.2834,0.0120,0.3262,0.0050
31.87,"","","",133.7432,17.7686,145.2710,17.4253,0.2835,0.0120,0.3262,0.0050
31.90,"","","",133.7127,17.6379,145.2489,17.5579,0.2832,0.0120,0.3262,0.0050
31.93,"","","",133.6822,17.4637,145.2179,17.6906,0.2834,0.0120,0.3260,0.0050
31.97,"","","",133.6604,17.1588,145.2003,17.7791,0.2835,0.0110,0.3261,0.0050
32.00,"","","",133.6300,16.8975,145.1781,17.8675,0.2834,0.0100,0.3261,0.0050
32.03,"","","",133.6169,16.5927,145.1383,17.9118,0.2834,0.0100,0.3261,0.0060
32.07,"","","",133.5733,16.2443,145.0941,17.9560,0.2832,0.0080,0.3261,0.0050
32.10,"","","",133.5254,15.8523,145.0455,18.0002,0.2828,0.0060,0.3262,0.0050
32.13,"","","",133.4906,15.4604,144.9968,18.0002,0.2829,0.0050,0.3262,0.0050
32.17,"","","",133.4688,14.9813,144.9880,17.9560,0.2827,0.0000,0.3264,0.0060
32.20,"","","",133.4558,14.4587,144.9703,17.8233,0.2827,-0.0010,0.3265,0.0060
32.23,"","","",133.4470,14.1103,144.9393,17.7349,0.2829,-0.0010,0.3264,0.0050
32.27,"","","",133.4253,13.9797,144.9128,17.6022,0.2828,-0.0010,0.3263,0.0050
32.30,"","","",133.3991,13.8490,144.8907,17.3810,0.2829,-0.0020,0.3261,0.0040
32.33,"","","",133.3686,13.8055,144.8774,17.0272,0.2829,-0.0020,0.3262,0.0040
32.37,"","","",133.3425,13.7184,144.8509,16.6734,0.2828,-0.0030,0.3261,0.0030
32.40,"","","",133.3295,13.6748,144.8243,16.2754,0.2833,-0.0020,0.3260,0.0020
32.43,"","","",133.3120,13.6313,144.7889,16.0100,0.2832,-0.0010,0.3264,0.0020
32.47,"","","",133.2685,13.6313,144.7624,15.8773,0.2830,-0.0020,0.3260,0.0010
32.50,"","","",133.2380,13.6748,144.7315,15.7889,0.2832,-0.0010,0.3262,0.0010
32.53,"","","",133.1988,13.7619,144.6961,15.7004,0.2830,-0.0020,0.3262,0.0010
32.57,"","","",133.1553,13.8055,144.6740,15.6562,0.2830,-0.0020,0.3262,0.0010
32.60,"","","",133.1204,13.8490,144.6518,15.5678,0.2828,-0.0040,0.3263,0.0000
32.63,"","","",133.1204,13.8055,144.6209,15.4793,0.2829,-0.0040,0.3262,0.0000
32.67,"","","",133.1335,13.6313,144.5899,15.3466,0.2826,-0.0050,0.3260,0.0000
32.70,"","","",133.1204,13.5006,144.5501,15.2139,0.2825,-0.0070,0.3264,0.0000
32.73,"","","",133.0986,13.4135,144.5059,15.1697,0.2829,-0.0070,0.3264,0.0000
32.77,"","","",133.0638,13.3700,144.4617,15.1697,0.2829,-0.0070,0.3263,0.0010
32.80,"","","",133.0246,13.2829,144.4219,15.2139,0.2827,-0.0080,0.3261,0.0000
32.83,"","","",132.9941,13.1958,144.3998,15.1697,0.2827,-0.0080,0.3261,0.0000
32.87,"","","",132.9680,13.1522,144.3953,15.0813,0.2828,-0.0080,0.3262,0.0000
32.90,"","","",132.9549,13.0651,144.3776,14.9928,0.2829,-0.0080,0.3261,-0.0010
32.93,"","","",132.9288,12.9780,144.3467,14.9044,0.2815,-0.0100,0.3260,-0.0010
32.97,"","","",132.8809,12.9780,144.3246,14.8159,0.2804,-0.0140,0.3261,-0.0010
33.00,"","","",132.8852,12.8909,144.3025,14.6832,0.2833,-0.0130,0.3262,-0.0010
33.03,"","","",132.5281,13.4135,144.2715,14.5505,0.2797,-0.0180,0.3263,0.0000
33.07,"","","",131.8705,15.0684,144.2494,14.4621,0.2785,-0.0260,0.3263,0.0000
33.10,"","","",131.0735,18.0299,144.2273,14.3736,0.2781,-0.0330,0.3261,0.0000
33.13,"","","",130.2156,22.2978,144.1919,14.3294,0.2775,-0.0410,0.3257,-0.0010
33.17,"","","",129.3359,27.9593,144.1565,14.3294,0.2767,-0.0500,0.3259,-0.0010
33.20,"TMPD","Both","",128.4387,34.9274,144.1123,14.3294,0.2762,-0.0590,0.3253,-0.0030
33.23,"","","",127.5852,42.9842,143.9840,14.5063,0.2758,-0.0680,0.3243,-0.0060
33.27,"","","",126.7490,52.0862,143.7408,15.0813,0.2754,-0.0770,0.3235,-0.0110
33.30,"","","",125.8693,62.1464,143.4179,16.1427,0.2748,-0.0860,0.3230,-0.0170
33.33,"","","",124.9939,73.1646,143.0332,17.7791,0.2742,-0.0960,0.3224,-0.0230
33.37,"","","",124.1229,84.9668,142.6174,20.0346,0.2737,-0.1060,0.3221,-0.0290
33.40,"","","",123.2606,97.5964,142.1752,22.9536,0.2733,-0.1160,0.3216,-0.0360
33.43,"","","",122.4027,110.8792,141.7196,26.5359,0.2731,-0.1260,0.3213,-0.0430
33.47,"","","",121.5404,124.7718,141.2508,30.7375,0.2728,-0.1350,0.3211,-0.0500
33.50,"","","",120.6694,139.1434,140.7599,35.5139,0.2725,-0.1450,0.3205,-0.0570
33.53,"","","",119.8027,153.9506,140.2690,40.8211,0.2720,-0.1540,0.3203,-0.0640
33.57,"","","",118.9622,169.0625,139.7427,46.7475,0.2718,-0.1630,0.3197,-0.0710
33.60,"","","",118.1217,184.3487,139.2031,53.1603,0.2712,-0.1720,0.3195,-0.0790
33.63,"","","",117.2637,199.8526,138.6503,60.1481,0.2709,-0.1800,0.3190,-0.0870
33.67,"","","",116.4276,215.4001,138.0930,67.5782,0.2706,-0.1870,0.3188,-0.0940
33.70,"","","",115.6001,230.9476,137.5358,75.4063,0.2700,-0.1950,0.3185,-0.1020
33.73,"","","",114.7247,246.4515,136.9874,83.6324,0.2699,-0.2000,0.3180,-0.1090
33.77,"","","",113.8711,261.8248,136.4213,92.2124,0.2696,-0.2050,0.3178,-0.1160
33.80,"","","",113.0524,276.9368,135.8508,101.1462,0.2701,-0.2090,0.3178,-0.1230
33.83,"","","",112.2119,291.7439,135.2758,110.3011,0.2702,-0.2100,0.3176,-0.1290
33.87,"","","",111.3539,306.2026,134.6788,119.7656,0.2693,-0.2120,0.3171,-0.1350
33.90,"","","",110.5091,320.2694,134.0817,129.4069,0.2698,-0.2130,0.3172,-0.1400
33.93,"","","",109.6729,333.8136,133.4802,139.2252,0.2694,-0.2130,0.3172,-0.1440
33.97,"","","",108.8411,346.6609,132.8610,149.1320,0.2692,-0.2110,0.3171,-0.1480
34.00,"","","",108.0006,358.7244,132.2330,159.1714,0.2691,-0.2100,0.3170,-0.1510
34.03,"","","",107.1557,370.0475,131.6006,169.2993,0.2689,-0.2080,0.3169,-0.1530
34.07,"","","",106.3239,380.4560,130.9726,179.4272,0.2690,-0.2030,0.3167,-0.1540
34.10,"","","",105.5051,389.9500,130.3622,189.5109,0.2690,-0.1970,0.3164,-0.1550
34.13,"","","",104.6864,398.4423,129.7475,199.4618,0.2690,-0.1900,0.3162,-0.1560
34.17,"","","",103.8328,405.8459,129.1195,209.2359,0.2686,-0.1830,0.3164,-0.1560
34.20,"","","",103.0010,412.1171,128.4870,218.7446,0.2685,-0.1740,0.3163,-0.1540
34.23,"","","",102.1692,417.1254,127.8546,227.8995,0.2684,-0.1640,0.3164,-0.1520
34.27,"","","",101.3591,420.7837,127.2222,236.7891,0.2685,-0.1550,0.3160,-0.1500
34.30,"","","",100.5012,423.1354,126.5897,245.2363,0.2686,-0.1470,0.3156,-0.1470
34.33,"","","",99.6215,424.0499,125.9263,253.2856,0.2689,-0.1320,0.3157,-0.1430
34.37,"","","",98.7984,424.0499,125.2629,260.8925,0.2687,-0.1230,0.3157,-0.1380
34.40,"","","",97.9796,423.6144,124.6084,267.9246,0.2686,-0.1150,0.3158,-0.1320
34.43,"","","",97.1347,423.0918,123.9494,274.3816,0.2687,-0.1060,0.3162,-0.1240
34.47,"","","",96.3073,422.5692,123.3081,280.1753,0.2686,-0.0980,0.3158,-0.1170
34.50,"","","",95.5016,422.0031,122.6712,285.2614,0.2684,-0.0920,0.3158,-0.1090
34.53,"","","",94.6567,421.5240,122.0167,289.5956,0.2682,-0.0850,0.3158,-0.1010
34.57,"","","",93.8206,421.0885,121.3400,293.3106,0.2683,-0.0790,0.3156,-0.0940
34.60,"","","",92.9844,420.6095,120.6810,296.6276,0.2683,-0.0720,0.3156,-0.0880
34.63,"","","",92.1613,420.1304,120.0088,299.6350,0.2683,-0.0670,0.3156,-0.0820
34.67,"","","",91.3338,419.7385,119.3321,302.3771,0.2683,-0.0610,0.3157,-0.0760
34.70,"","","",90.4977,419.3465,118.6732,304.9422,0.2679,-0.0570,0.3157,-0.0710
34.73,"","","",89.6484,419.0416,118.0098,307.2862,0.2679,-0.0530,0.3157,-0.0650
34.77,"","","",88.8166,418.7368,117.3242,309.5418,0.2683,-0.0480,0.3159,-0.0600
34.80,"","","",87.9717,418.5190,116.6520,311.5762,0.2683,-0.0440,0.3160,-0.0540
34.83,"","","",87.1486,418.3013,115.9798,313.5222,0.2682,-0.0390,0.3160,-0.0490
34.87,"","","",86.3343,418.0835,115.3031,315.3354,0.2683,-0.0350,0.3155,-0.0440
34.90,"","","",85.5199,417.8658,114.6308,317.0161,0.2683,-0.0310,0.3154,-0.0410
34.93,"","","",84.6924,417.6045,113.9542,318.6524,0.2683,-0.0280,0.3157,-0.0370
34.97,"","","",83.8562,417.4303,113.2864,320.1561,0.2675,-0.0270,0.3155,-0.0340
35.00,"","","",83.0288,417.2125,112.6141,321.6156,0.2680,-0.0250,0.3157,-0.0310
35.03,"","","",82.2057,416.9512,111.9419,322.9866,0.2645,-0.0300,0.3155,-0.0280
35.07,"","","",81.5698,416.4286,111.2608,324.2692,0.2746,-0.0170,0.3153,-0.0260
35.10,"","","",81.2476,414.9915,110.5708,325.4633,0.2754,-0.0030,0.3154,-0.0240
35.13,"","","",81.0734,412.4220,109.8721,326.6132,0.2769,0.0140,0.3154,-0.0220
35.17,"","","",80.9558,408.6767,109.1821,327.6747,0.2783,0.0330,0.3154,-0.0210
35.20,"","","",80.8643,403.8426,108.4878,328.7361,0.2794,0.0520,0.3157,-0.0190
35.23,"","","",80.7642,397.9197,107.8067,329.7091,0.2807,0.0730,0.3155,-0.0180
35.27,"","","",80.6553,390.9952,107.1256,330.6378,0.2815,0.0940,0.3156,-0.0160
35.30,"","","",80.5638,383.1561,106.4180,331.6108,0.2820,0.1140,0.3154,-0.0140
35.33,"","","",80.4462,374.4896,105.7103,332.5396,0.2825,0.1340,0.3153,-0.0130
35.37,"","","",80.3069,365.0827,105.0116,333.5126,0.2830,0.1530,0.3154,-0.0120
35.40,"","","",80.1980,355.0226,104.3216,334.4856,0.2831,0.1710,0.3152,-0.0110
35.43,"","","",80.0717,344.2657,103.6273,335.3701,0.2831,0.1880,0.3152,-0.0100
35.47,"","","",79.9498,332.9426,102.9418,336.1662,0.2833,0.2030,0.3152,-0.0100
35.50,"","","",79.8496,321.0969,102.2474,336.9622,0.2834,0.2170,0.3154,-0.0090
35.53,"","","",79.7451,308.8157,101.5398,337.7141,0.2835,0.2300,0.3154,-0.0090
35.57,"","","",79.6275,296.1425,100.8410,338.4659,0.2834,0.2400,0.3158,-0.0070
35.60,"","","",79.4968,283.2080,100.1422,339.1736,0.2836,0.2500,0.3157,-0.0060
35.63,"","","",79.3967,270.0123,99.4390,339.8370,0.2837,0.2590,0.3156,-0.0060
35.67,"","","",79.2922,256.7294,98.7402,340.5004,0.2836,0.2670,0.3157,-0.0050
35.70,"","","",79.1833,243.3159,98.0459,341.1638,0.2838,0.2730,0.3157,-0.0050
35.73,"","","",79.0788,229.8153,97.3383,341.8272,0.2835,0.2770,0.3154,-0.0050
35.77,"","","",78.9525,216.4018,96.6306,342.4906,0.2834,0.2800,0.3151,-0.0050
35.80,"KCN","Both","",78.8262,203.1189,95.9584,343.0213,0.2829,0.2800,0.3163,-0.0030
35.83,"","","",78.7260,189.9232,95.4365,343.1982,0.2835,0.2800,0.3193,0.0040
35.87,"","","",78.6258,176.9887,94.9766,342.9328,0.2835,0.2780,0.3213,0.0150
35.90,"","","",78.5082,164.3155,94.5564,342.1810,0.2836,0.2750,0.3229,0.0280
35.93,"","","",78.3776,152.1214,94.1539,340.9426,0.2835,0.2700,0.3241,0.0420
35.97,"","","",78.2731,140.2757,93.7648,339.2178,0.2840,0.2650,0.3250,0.0570
36.00,"","","",78.1686,128.9091,93.3844,337.0065,0.2838,0.2570,0.3256,0.0720
36.03,"","","",78.0640,118.1522,93.0129,334.3086,0.2836,0.2480,0.3262,0.0880
36.07,"","","",77.9465,108.0485,92.6768,331.1243,0.2836,0.2360,0.3266,0.1030
36.10,"","","",77.8419,98.6416,92.3716,327.4093,0.2835,0.2240,0.3269,0.1180
36.13,"","","",77.7461,90.0186,92.0753,323.2078,0.2838,0.2110,0.3273,0.1330
